"","word","sentiment"
"1090","tiada duanya","positif"
"1091","tidak egois","positif"
"1092","tidak ternilai","positif"
"1093","tokoh","positif"
"1094","TOP","positif"
"1095","trendi","positif"
"1096","tulang punggung","positif"
"1097","tulus","positif"
"1098","tumbuh cepat","positif"
"1099","tunggu dulu","positif"
"1100","uang kembali","positif"
"1101","ulung","positif"
"1102","unggul","positif"
"1103","unggulan","positif"
"1104","unik","positif"
"1105","untung","positif"
"1106","untungnya","positif"
"1107","utuh","positif"
"1108","uye","positif"
"1109","variasi","positif"
"1110","visioner","positif"
"1111","wah","positif"
"1112","wahyu","positif"
"1113","warna-warni","positif"
"1114","whooa","positif"
"1115","Whooooa","positif"
"1116","Wow","positif"
"1117","WOW","positif"
"1118","yakin","positif"
"1119","yay","positif"
"1120","yeah","positif"
"1121","yihaa","positif"
"1122","abnormal","negatif"
"1123","absurd","negatif"
"1124","acak","negatif"
"1125","acak-acakan","negatif"
"1126","acuh","negatif"
"1127","acuh tak acuh","negatif"
"1128","adiktif","negatif"
"1129","agresi","negatif"
"1130","agresif","negatif"
"1131","agresor","negatif"
"1132","aib","negatif"
"1133","air terjun","negatif"
"1134","alarm","negatif"
"1135","alasan","negatif"
"1136","alat permainan","negatif"
"1137","alergi","negatif"
"1138","alergik","negatif"
"1139","amat ketakutan","negatif"
"1140","amat panas","negatif"
"1141","ambigu","negatif"
"1142","ambivalen","negatif"
"1143","ambivalensi","negatif"
"1144","amoral","negatif"
"1145","amoralitas","negatif"
"1146","ampun","negatif"
"1147","amuk","negatif"
"1148","anak nakal","negatif"
"1149","anak yatim","negatif"
"1150","anarki","negatif"
"1151","anarkis","negatif"
"1152","anarkisme","negatif"
"1153","ancaman","negatif"
"1154","aneh","negatif"
"1155","aneh lagi","negatif"
"1156","anehnya","negatif"
"1157","angkuh","negatif"
"1158","angriness","negatif"
"1159","anjing","negatif"
"1160","anjlok","negatif"
"1161","anomali","negatif"
"1162","antagonis","negatif"
"1163","antagonisme","negatif"
"1164","antek","negatif"
"1165","anti-","negatif"
"1166","anti-Amerika","negatif"
"1167","anti-Israel","negatif"
"1168","anti-kita","negatif"
"1169","anti-pendudukan","negatif"
"1170","anti-proliferasi","negatif"
"1171","anti-putih","negatif"
"1172","anti-Semit","negatif"
"1173","antipati","negatif"
"1174","antisosial","negatif"
"1175","antitesis","negatif"
"1176","apak","negatif"
"1177","apati","negatif"
"1178","apatis","negatif"
"1179","apek","negatif"
"1180","apokaliptik","negatif"
"1181","apologis","negatif"
"1182","argumentatif","negatif"
"1183","artinya jika","negatif"
"1184","asam","negatif"
"1185","asap","negatif"
"1186","asem","negatif"
"1187","asing","negatif"
"1188","astaghfirullah","negatif"
"1189","asusila","negatif"
"1190","awan","negatif"
"1191","awas","negatif"
"1192","babi","negatif"
"1193","badai","negatif"
"1194","bahan tertawaan","negatif"
"1195","bahaya","negatif"
"1196","bajingan","negatif"
"1197","baju kotor","negatif"
"1198","balas dendam","negatif"
"1199","bandel","negatif"
"1200","bandot","negatif"
"1201","bangkrut","negatif"
"1202","bantingan","negatif"
"1203","banyak sekali","negatif"
"1204","barang ganjil","negatif"
"1205","barbar","negatif"
"1206","basi","negatif"
"1207","bau","negatif"
"1208","bawahan","negatif"
"1209","bebal","negatif"
"1210","beban","negatif"
"1211","bejat","negatif"
"1212","bekas","negatif"
"1213","bekas luka","negatif"
"1214","bekas roda","negatif"
"1215","beku","negatif"
"1216","belah","negatif"
"1217","belum dewasa","negatif"
"1218","belum dicoba","negatif"
"1219","belum dikonfirmasi","negatif"
"1220","belum pasti","negatif"
"1221","belum selesai","negatif"
"1222","benar-benar","negatif"
"1223","bencana","negatif"
"1224","bencana alam","negatif"
"1225","benci","negatif"
"1226","bengah","negatif"
"1227","bengis","negatif"
"1228","bengkak","negatif"
"1229","bengkeng","negatif"
"1230","bengkok","negatif"
"1231","benjolan","negatif"
"1232","bentrokan","negatif"
"1233","beracun","negatif"
"1234","beradab","negatif"
"1235","berakhir","negatif"
"1236","berang","negatif"
"1237","berantakan","negatif"
"1238","berat","negatif"
"1239","berat sebelah","negatif"
"1240","berawan","negatif"
"1241","berbahaya","negatif"
"1242","berbatu-batu","negatif"
"1243","berbau","negatif"
"1244","berbeda","negatif"
"1245","berbisa","negatif"
"1246","berbohong","negatif"
"1247","berbuat curang","negatif"
"1248","berbuat jahat","negatif"
"1249","berbuat salah","negatif"
"1250","berbuih","negatif"
"1251","bercacat","negatif"
"1252","berdalih","negatif"
"1253","berdarah","negatif"
"1254","berdasar","negatif"
"1255","berdaya","negatif"
"1256","berdebar","negatif"
"1257","berdebat","negatif"
"1258","berdebu","negatif"
"1259","berdengung","negatif"
"1260","berdenyut","negatif"
"1261","berdenyut-denyut","negatif"
"1262","berderak","negatif"
"1263","berderit","negatif"
"1264","berdetak","negatif"
"1265","berdokumen","negatif"
"1266","berdosa","negatif"
"1267","berduka","negatif"
"1268","berduri","negatif"
"1269","berdusta","negatif"
"1270","berebut","negatif"
"1271","bergegas","negatif"
"1272","bergelombang","negatif"
"1273","bergeming","negatif"
"1274","bergerak","negatif"
"1275","bergerak lambat","negatif"
"1276","bergerigi","negatif"
"1277","bergetar","negatif"
"1278","bergolak","negatif"
"1279","bergulat","negatif"
"1280","berhaluan kiri","negatif"
"1281","berisiko","negatif"
"1282","berita palsu","negatif"
"1283","berjangkit","negatif"
"1284","berkarat","negatif"
"1285","berkata tanpa berpikir","negatif"
"1286","berkedip","negatif"
"1287","berkejut","negatif"
"1288","berkenan","negatif"
"1289","berkeping-keping","negatif"
"1290","berkeras pendirian","negatif"
"1291","berkeringat","negatif"
"1292","berkerut","negatif"
"1293","berkhayal","negatif"
"1294","berkilat","negatif"
"1295","berkolusi","negatif"
"1296","berkonflik","negatif"
"1297","berkubang","negatif"
"1298","berkurang","negatif"
"1299","berlangganan","negatif"
"1300","berlebihan","negatif"
"1301","berlemak","negatif"
"1302","berlengah-lengah","negatif"
"1303","berlepotan","negatif"
"1304","berliku-liku","negatif"
"1305","berlumpur","negatif"
"1306","bermain berlebih-lebihan","negatif"
"1307","bermasalah","negatif"
"1308","berminyak","negatif"
"1309","bermoral","negatif"
"1310","bermuka dua","negatif"
"1311","bermuram","negatif"
"1312","bermuram durja","negatif"
"1313","bermusuhan","negatif"
"1314","bermutu rendah","negatif"
"1315","bernasib buruk","negatif"
"1316","bernoda kotor","negatif"
"1317","berongga","negatif"
"1318","berperang","negatif"
"1319","berpura-pura","negatif"
"1320","berputus asa","negatif"
"1321","bersaing","negatif"
"1322","bersakit","negatif"
"1323","bersanding","negatif"
"1324","bersedih","negatif"
"1325","bersekongkol","negatif"
"1326","berselang","negatif"
"1327","berselisih","negatif"
"1328","bersenandung","negatif"
"1329","berserakan","negatif"
"1330","bersetubuh","negatif"
"1331","bersisik","negatif"
"1332","bertele-tele","negatif"
"1333","bertemu","negatif"
"1334","bertengkar","negatif"
"1335","bertentangan","negatif"
"1336","berteriak","negatif"
"1337","bertindak tidak pantas","negatif"
"1338","bertingkah","negatif"
"1339","bertubuh kecil","negatif"
"1340","berukuran terlalu kecil","negatif"
"1341","berumur pendek","negatif"
"1342","berwajah dua","negatif"
"1343","biadab","negatif"
"1344","bias","negatif"
"1345","biasa","negatif"
"1346","biasa-biasa saja","negatif"
"1347","bid'ah","negatif"
"1348","bikinan","negatif"
"1349","bimbang","negatif"
"1350","binasa","negatif"
"1351","bingung","negatif"
"1353","bisa ular","negatif"
"1354","bising","negatif"
"1355","blunder","negatif"
"1356","bobrok","negatif"
"1357","bocor","negatif"
"1358","bodoh","negatif"
"1359","bohong","negatif"
"1360","bom","negatif"
"1361","boneka","negatif"
"1362","boros","negatif"
"1363","bosan","negatif"
"1364","botak","negatif"
"1365","brutal","negatif"
"1366","bual","negatif"
"1367","buar","negatif"
"1368","buas","negatif"
"1369","budak","negatif"
"1370","bug","negatif"
"1371","bukan kepalang","negatif"
"1372","buntu","negatif"
"1373","bunuh diri","negatif"
"1374","buram","negatif"
"1375","buritan","negatif"
"1376","buronan","negatif"
"1377","buruk","negatif"
"1378","buruk sekali","negatif"
"1379","busuk","negatif"
"1380","buta","negatif"
"1381","buta huruf","negatif"
"1382","cabul","negatif"
"1383","cacat","negatif"
"1384","cacian","negatif"
"1385","calo","negatif"
"1386","cambuk","negatif"
"1387","canggung","negatif"
"1388","cara","negatif"
"1389","cari perkara","negatif"
"1390","carut-marut","negatif"
"1391","cebol","negatif"
"1392","cedera","negatif"
"1393","cekcok","negatif"
"1394","cekung","negatif"
"1395","celaan","negatif"
"1396","celah","negatif"
"1397","celaka","negatif"
"1398","cemas","negatif"
"1399","cemberut","negatif"
"1400","cemburu","negatif"
"1401","cemooh","negatif"
"1402","cemoohan","negatif"
"1403","cenderung","negatif"
"1404","cengeng","negatif"
"1405","cengking","negatif"
"1406","cercaan","negatif"
"1407","cerewet","negatif"
"1408","ceroboh","negatif"
"1409","compang-camping","negatif"
"1410","corengan","negatif"
"1411","cukup","negatif"
"1412","curam","negatif"
"1413","curang","negatif"
"1414","curiga","negatif"
"1415","dancok","negatif"
"1416","dangkal","negatif"
"1417","deadline","negatif"
"1418","debu","negatif"
"1419","defensif","negatif"
"1420","degenerasi","negatif"
"1421","degradasi","negatif"
"1422","dehumanisasi","negatif"
"1423","delusi","negatif"
"1424","demam","negatif"
"1425","demoralisasi","negatif"
"1426","dendam","negatif"
"1427","dengan mencemoohkan","negatif"
"1428","dengan mendapat malapetaka","negatif"
"1429","dengan mengagetkan","negatif"
"1430","dengan menghina","negatif"
"1431","dengan menyedihkan","negatif"
"1432","dengan menyesal","negatif"
"1433","dengan panas","negatif"
"1434","dengan penuh ketakutan","negatif"
"1435","dengan rasa curiga","negatif"
"1436","dengan rasa hina","negatif"
"1437","dengan remeh-temeh","negatif"
"1438","dengan sedih","negatif"
"1439","dengan segan","negatif"
"1440","dengan sengit","negatif"
"1441","dengan sia-sia","negatif"
"1442","dengan suara keras","negatif"
"1443","dengan sukar","negatif"
"1444","dengan terbahak-bahak","negatif"
"1445","dengan tidak senang","negatif"
"1446","dengki","negatif"
"1447","depresi","negatif"
"1448","derita","negatif"
"1449","desis","negatif"
"1450","destruktif","negatif"
"1451","diam","negatif"
"1452","diam-diam","negatif"
"1453","dibakar","negatif"
"1454","dibanjiri","negatif"
"1455","dibantai","negatif"
"1456","dibenarkan","negatif"
"1457","dibenci","negatif"
"1458","dibesar-besarkan","negatif"
"1459","dibuang","negatif"
"1460","dibuat-buat","negatif"
"1461","dicela","negatif"
"1462","dicerca","negatif"
"1463","dicuci","negatif"
"1464","dicuri","negatif"
"1465","didanai","negatif"
"1466","diganggu","negatif"
"1467","dihaluskan","negatif"
"1468","dihentikan","negatif"
"1469","dihibur","negatif"
"1470","dihukum","negatif"
"1471","dijauhi","negatif"
"1472","dijelaskan","negatif"
"1473","dikaburkan","negatif"
"1474","dikenakan","negatif"
"1475","dikorbankan","negatif"
"1476","diktator","negatif"
"1477","diktatoris","negatif"
"1478","dilapisi gula","negatif"
"1479","dilecehkan","negatif"
"1480","dilema","negatif"
"1481","dilenyapkan","negatif"
"1482","dimaafkan","negatif"
"1483","dimarahi","negatif"
"1484","dingin","negatif"
"1485","diperangi","negatif"
"1486","diperkosa","negatif"
"1487","diperlakukan dengan buruk","negatif"
"1488","dipermainkan","negatif"
"1489","dipertanyakan","negatif"
"1490","dipikirkan","negatif"
"1491","dirampas","negatif"
"1492","diremehkan","negatif"
"1493","dirugikan","negatif"
"1494","disalahgunakan","negatif"
"1495","disalahpahami","negatif"
"1496","disayangkan","negatif"
"1497","disebut-sebut","negatif"
"1498","disengaja","negatif"
"1499","disengketakan","negatif"
"1500","disiram","negatif"
"1501","diskredit","negatif"
"1502","diskriminasi","negatif"
"1503","diskriminatif","negatif"
"1504","disorient","negatif"
"1505","disproporsional","negatif"
"1506","distorsi","negatif"
"1507","ditakdirkan","negatif"
"1508","ditinggalkan","negatif"
"1509","ditipu","negatif"
"1510","ditolak","negatif"
"1511","dogmatis","negatif"
"1512","dominan","negatif"
"1513","dongkol","negatif"
"1514","dosa","negatif"
"1515","downgrade","negatif"
"1516","drastis","negatif"
"1517","drop-out","negatif"
"1518","dua wajah","negatif"
"1519","dugaan","negatif"
"1520","duka","negatif"
"1521","dukun","negatif"
"1522","dumping","negatif"
"1523","dungu","negatif"
"1524","duniawi","negatif"
"1525","dupa","negatif"
"1526","durhaka","negatif"
"1527","duri","negatif"
"1528","dusta","negatif"
"1529","dusun","negatif"
"1530","dwimakna","negatif"
"1531","edan","negatif"
"1532","egois","negatif"
"1533","egoisme","negatif"
"1534","egomania","negatif"
"1535","egosentris","negatif"
"1536","ejek","negatif"
"1537","ejekan","negatif"
"1538","eksploitasi","negatif"
"1539","eksploitatif","negatif"
"1540","eksplosif","negatif"
"1541","ekstremis","negatif"
"1542","enggan","negatif"
"1543","enggan membantu","negatif"
"1544","erosi","negatif"
"1545","fana","negatif"
"1546","fanatik","negatif"
"1547","fanatisme","negatif"
"1548","fasis","negatif"
"1549","fasisme","negatif"
"1550","fatal","negatif"
"1551","fiksi","negatif"
"1552","fitnah","negatif"
"1553","fitnahan","negatif"
"1554","fobia","negatif"
"1555","friksi","negatif"
"1556","frustasi","negatif"
"1557","frustrasi","negatif"
"1558","fundamentalis","negatif"
"1559","fundamentalisme","negatif"
"1560","ga jelas","negatif"
"1561","ga karuan","negatif"
"1562","ga peka","negatif"
"1563","gadungan","negatif"
"1564","gagal","negatif"
"1565","gagap","negatif"
"1566","gaib","negatif"
"1567","galak","negatif"
"1568","ganas","negatif"
"1569","gangguan","negatif"
"1570","ganjil","negatif"
"1571","ganti rugi","negatif"
"1572","gantung","negatif"
"1573","garang","negatif"
"1574","garis keras","negatif"
"1575","garu","negatif"
"1576","gasang","negatif"
"1577","gatal","negatif"
"1578","gegabah","negatif"
"1579","gejala","negatif"
"1580","Gejala","negatif"
"1581","gelandangan","negatif"
"1582","gelap","negatif"
"1583","gelisah","negatif"
"1584","gelora","negatif"
"1585","gembar-gembor","negatif"
"1586","gendut","negatif"
"1587","genit","negatif"
"1588","genosida","negatif"
"1589","genting","negatif"
"1590","gerah","negatif"
"1591","geram","negatif"
"1592","gerombolan","negatif"
"1593","gesekan","negatif"
"1594","gesper","negatif"
"1595","getah","negatif"
"1596","getaran","negatif"
"1597","gigil","negatif"
"1598","gila","negatif"
"1599","gila hormat","negatif"
"1600","gila ketakutan","negatif"
"1601","gila-gilaan","negatif"
"1602","godaan","negatif"
"1603","goreng","negatif"
"1604","goresan","negatif"
"1605","gosip","negatif"
"1606","goyah","negatif"
"1607","goyangan","negatif"
"1608","gua","negatif"
"1609","gugup","negatif"
"1610","gurun","negatif"
"1611","gusar","negatif"
"1612","habis","negatif"
"1613","hak milik","negatif"
"1614","hal merendahkan diri","negatif"
"1615","hal tidak dimengerti","negatif"
"1616","halangan","negatif"
"1617","hama","negatif"
"1618","hambatan","negatif"
"1619","hampir","negatif"
"1620","hampir mati","negatif"
"1621","hancur","negatif"
"1622","hang","negatif"
"1623","haram","negatif"
"1624","harga di atas","negatif"
"1625","hasutan","negatif"
"1626","haus","negatif"
"1627","haus darah","negatif"
"1628","hedon","negatif"
"1629","hedonistik","negatif"
"1630","hegemoni","negatif"
"1631","hegemonisme","negatif"
"1632","hidung belang","negatif"
"1633","hina","negatif"
"1634","hingar-bingar","negatif"
"1635","hiruk-pikuk","negatif"
"1636","histeri","negatif"
"1637","histeria","negatif"
"1638","histeris","negatif"
"1639","hujat","negatif"
"1640","hukuman","negatif"
"1641","hukuman penjara","negatif"
"1642","hukuman setimpal","negatif"
"1643","hutang","negatif"
"1644","iblis","negatif"
"1645","idiot","negatif"
"1646","igauan","negatif"
"1647","ih","negatif"
"1648","ikut campur","negatif"
"1649","ilegal","negatif"
"1650","Iluminati","negatif"
"1651","ilusi","negatif"
"1652","imajiner","negatif"
"1653","imperialis","negatif"
"1654","impoten","negatif"
"1655","impulsif","negatif"
"1656","individualis","negatif"
"1657","indoktrinasi","negatif"
"1658","infeksi","negatif"
"1659","inferioritas","negatif"
"1660","inflamasi","negatif"
"1661","inflasi","negatif"
"1662","ingusan","negatif"
"1663","inkompeten","negatif"
"1664","inkompetensi","negatif"
"1665","inkonsistensi","negatif"
"1666","inkonstitusionil","negatif"
"1667","insensitively","negatif"
"1668","interupsi","negatif"
"1669","intimidasi","negatif"
"1670","intrusi","negatif"
"1671","invasif","negatif"
"1672","irasional","negatif"
"1673","irasionalitas","negatif"
"1674","iri","negatif"
"1675","Iritasi","negatif"
"1676","ironi","negatif"
"1677","ironis","negatif"
"1678","ironisnya","negatif"
"1679","isolasi","negatif"
"1680","istirahat","negatif"
"1681","isu","negatif"
"1682","jadah","negatif"
"1683","jahanam","negatif"
"1684","jahat","negatif"
"1685","jalan buntu","negatif"
"1686","jalan keluar","negatif"
"1687","jancuk","negatif"
"1688","janggal","negatif"
"1689","jatuh","negatif"
"1690","jatuh sakit","negatif"
"1691","jauh","negatif"
"1692","jebakan","negatif"
"1693","jelaga","negatif"
"1694","jelatang","negatif"
"1695","jelek","negatif"
"1696","jelu","negatif"
"1697","jempol kebawah","negatif"
"1698","jengkel","negatif"
"1699","jerat","negatif"
"1700","jerawat","negatif"
"1701","jeritan","negatif"
"1702","jeruk nipis","negatif"
"1703","jijik","negatif"
"1704","jompo","negatif"
"1705","jumlah sedikit","negatif"
"1706","kabur","negatif"
"1707","kabut","negatif"
"1708","kacau","negatif"
"1709","kadaluarsa","negatif"
"1710","kadung","negatif"
"1711","kafir","negatif"
"1712","kain kafan","negatif"
"1713","kaku","negatif"
"1714","kalah","negatif"
"1715","kalahan","negatif"
"1716","kambing hitam","negatif"
"1717","kambuh","negatif"
"1718","kampungan","negatif"
"1719","kandang","negatif"
"1720","kandas","negatif"
"1721","kanibal","negatif"
"1722","kanker","negatif"
"1723","kantong sampah","negatif"
"1724","kapak","negatif"
"1725","kapalan","negatif"
"1726","karat","negatif"
"1727","kasar","negatif"
"1728","kasihan","negatif"
"1729","kata-kata kasar","negatif"
"1730","katastropi","negatif"
"1731","keadaan acuh tak acuh","negatif"
"1732","keadaan buruk","negatif"
"1733","keadaan darurat","negatif"
"1734","keadaan pingsan","negatif"
"1735","keadaan sulit","negatif"
"1736","keanehan","negatif"
"1737","keangkuhan","negatif"
"1738","kebal","negatif"
"1739","kebencian","negatif"
"1740","keberatan","negatif"
"1741","keberbahayaan","negatif"
"1742","kebiadaban","negatif"
"1743","kebiasaan","negatif"
"1744","kebingungan","negatif"
"1746","kebiri","negatif"
"1747","kebisingan","negatif"
"1748","kebobolan","negatif"
"1749","kebocoran","negatif"
"1750","kebodohan","negatif"
"1751","kebohongan","negatif"
"1752","kebosanan","negatif"
"1753","kebrutalan","negatif"
"1754","kebuntuan","negatif"
"1755","keburukan","negatif"
"1756","kecabulan","negatif"
"1757","kecaman","negatif"
"1758","kecanduan","negatif"
"1759","kecapaian","negatif"
"1760","kecelakaan","negatif"
"1761","kecelakaan kapal","negatif"
"1762","kecemasan","negatif"
"1763","kecemburuan","negatif"
"1764","kecenderungan","negatif"
"1765","kecenderungan untuk menurun","negatif"
"1766","kecerobohan","negatif"
"1767","kecewa","negatif"
"1768","kecil","negatif"
"1769","kecongkakan","negatif"
"1770","kecurangan","negatif"
"1771","kecurigaan","negatif"
"1772","kedangkalan","negatif"
"1773","kedengkian","negatif"
"1774","keengganan","negatif"
"1775","kefanatikan","negatif"
"1776","kegagalan","negatif"
"1777","keganasan","negatif"
"1778","kegarangan","negatif"
"1779","kegelapan","negatif"
"1780","kegelisahan","negatif"
"1781","kegemparan","negatif"
"1782","kegemukan","negatif"
"1783","kegilaan","negatif"
"1784","kegoyangan","negatif"
"1785","kegugupan","negatif"
"1786","kehabisan","negatif"
"1787","kehancuran","negatif"
"1788","kehebohan","negatif"
"1789","Keheranan","negatif"
"1790","kehilangan","negatif"
"1791","kehilangan keseimbangan","negatif"
"1792","kehinaan","negatif"
"1793","keinginan pribadi","negatif"
"1794","keingkaran","negatif"
"1795","keirasionalan","negatif"
"1796","kejahatan","negatif"
"1797","kejam","negatif"
"1798","kejang","negatif"
"1799","kejanggalan","negatif"
"1800","kejangkitan","negatif"
"1801","kejatuhan","negatif"
"1802","kejelekan","negatif"
"1803","kejengahan","negatif"
"1804","kejengkelan","negatif"
"1805","keji","negatif"
"1806","kejut","negatif"
"1807","kekacauan","negatif"
"1808","kekakuan","negatif"
"1809","kekalahan","negatif"
"1810","kekanak-kanakan","negatif"
"1811","kekecewaan","negatif"
"1812","kekecilan","negatif"
"1813","kekejaman","negatif"
"1814","kekejamannya","negatif"
"1815","kekeliruan","negatif"
"1816","kekenyangan","negatif"
"1817","kekerasan","negatif"
"1818","kekerasan pendirian","negatif"
"1819","kekeringan","negatif"
"1820","kekesalan","negatif"
"1821","kekhawatiran","negatif"
"1822","kekhilafan","negatif"
"1823","kekosongan","negatif"
"1824","kekotoran","negatif"
"1825","kekuatiran","negatif"
"1826","kekurangan","negatif"
"1827","kekurangpekaan","negatif"
"1828","kelakuan buruk","negatif"
"1829","kelalaian","negatif"
"1830","kelambanan","negatif"
"1831","kelancangan","negatif"
"1832","kelangkaan","negatif"
"1833","kelaparan","negatif"
"1834","kelas dua","negatif"
"1835","kelelahan","negatif"
"1836","kelemahan","negatif"
"1837","kelemahan karena usia tua","negatif"
"1838","kelembutan","negatif"
"1839","kelesuan","negatif"
"1840","keletihan","negatif"
"1841","keliru","negatif"
"1842","keluar","negatif"
"1843","keluhan","negatif"
"1844","Keluhan","negatif"
"1845","kelupaan","negatif"
"1846","kemacetan","negatif"
"1847","kemalangan","negatif"
"1848","kemalasan","negatif"
"1849","kemandekan","negatif"
"1850","kemarahan","negatif"
"1851","kemasukan setan","negatif"
"1852","kematian","negatif"
"1853","kembali","negatif"
"1854","kemelaratan","negatif"
"1855","kemenduaan","negatif"
"1856","kemerosotan","negatif"
"1857","kemiskinan","negatif"
"1858","kemunafikan","negatif"
"1859","kemunduran","negatif"
"1860","kemurkaan","negatif"
"1861","kemurungan","negatif"
"1862","kemustahilan","negatif"
"1863","kendor","negatif"
"1864","kendur","negatif"
"1865","kenekatan","negatif"
"1866","kental","negatif"
"1867","kepahitan","negatif"
"1868","kepala batu","negatif"
"1869","kepala-sakit","negatif"
"1870","kepatahan","negatif"
"1871","kepedaran","negatif"
"1872","kependekan","negatif"
"1873","kepentingan","negatif"
"1874","kepentingan diri sendiri","negatif"
"1875","kepicikan","negatif"
"1876","keputusasaan","negatif"
"1877","keputusasan","negatif"
"1878","keracunan","negatif"
"1879","keraguan","negatif"
"1880","kerangka","negatif"
"1881","keras","negatif"
"1882","keras hati","negatif"
"1883","keras kepala","negatif"
"1884","keras-kapal","negatif"
"1885","kerasnya","negatif"
"1886","kerdil","negatif"
"1887","kere","negatif"
"1888","kerepotan","negatif"
"1889","kereta","negatif"
"1890","keretakan","negatif"
"1891","keributan","negatif"
"1892","kerinduan","negatif"
"1893","kering","negatif"
"1894","keriput","negatif"
"1895","keriuhan","negatif"
"1896","kerlip","negatif"
"1897","keroncongan","negatif"
"1898","kerugian","negatif"
"1899","Kerugian","negatif"
"1900","kerusakan","negatif"
"1901","kerusuhan","negatif"
"1902","kerut","negatif"
"1903","keruwetan","negatif"
"1904","kesal","negatif"
"1905","kesalahan","negatif"
"1906","kesalahan besar","negatif"
"1907","kesalahan hitung","negatif"
"1908","kesalahpahaman","negatif"
"1909","kesamaan","negatif"
"1910","kesedihan","negatif"
"1911","keseganan","negatif"
"1912","kesegeraan","negatif"
"1913","kesembronoan","negatif"
"1914","kesendirian","negatif"
"1915","kesengitan","negatif"
"1916","kesengsaraan","negatif"
"1917","kesepian","negatif"
"1918","keserakahan","negatif"
"1919","keseriusan","negatif"
"1920","kesesakan","negatif"
"1921","kesilauan","negatif"
"1922","kesombongan","negatif"
"1923","kesulitan","negatif"
"1924","kesuraman","negatif"
"1925","kesyahidan","negatif"
"1926","ketakberanian","negatif"
"1927","ketakutan","negatif"
"1928","ketamakan","negatif"
"1929","ketat","negatif"
"1930","ketegangan","negatif"
"1931","keterbatasan","negatif"
"1932","keterbelakangan","negatif"
"1933","keterlaluan","negatif"
"1934","ketiadaan","negatif"
"1935","ketiadaan rasa hormat","negatif"
"1936","ketidakabsahan","negatif"
"1937","ketidakadilan","negatif"
"1938","ketidakakuratan","negatif"
"1939","ketidakamanan","negatif"
"1940","ketidakbahagiaan","negatif"
"1941","ketidakberdayaan","negatif"
"1942","ketidakbijaksanaan","negatif"
"1943","ketidakcakapan","negatif"
"1944","ketidakcocokan","negatif"
"1945","ketidakcukupan","negatif"
"1946","ketidakefektifan","negatif"
"1947","ketidakefisienan","negatif"
"1948","ketidakjelasan","negatif"
"1949","ketidakjujuran","negatif"
"1950","ketidakkasihan","negatif"
"1951","ketidaklogisan","negatif"
"1952","ketidakmampuan","negatif"
"1953","ketidakmampuan menyesuaikan diri","negatif"
"1954","ketidakmungkinan","negatif"
"1955","ketidakmurnian","negatif"
"1956","ketidakpantasan","negatif"
"1957","ketidakpedulian","negatif"
"1958","ketidakpercayaan","negatif"
"1959","ketidakpuasan","negatif"
"1960","ketidakrelevanan","negatif"
"1961","ketidaksabaran","negatif"
"1962","ketidaksamaan","negatif"
"1963","ketidakseimbangan","negatif"
"1964","ketidaksempurnaan","negatif"
"1965","ketidaksenangan","negatif"
"1966","ketidaksenonohan","negatif"
"1967","ketidaksetaraan","negatif"
"1968","ketidaksetiaan","negatif"
"1969","ketidaksopanan","negatif"
"1970","ketidakstabilan","negatif"
"1971","ketidaktahuan","negatif"
"1972","Ketidaktelitian","negatif"
"1973","ketidaktelitian","negatif"
"1974","ketidakteraturan","negatif"
"1975","ketidaktertarikan","negatif"
"1976","ketidaktoleranan","negatif"
"1977","ketidaktulusan","negatif"
"1978","ketinggalan","negatif"
"1979","ketukan","negatif"
"1980","ketus","negatif"
"1981","kewajiban","negatif"
"1982","kewalahan","negatif"
"1983","kezaliman","negatif"
"1984","khawatir","negatif"
"1985","khayalan","negatif"
"1986","khayalan belaka","negatif"
"1987","khayali","negatif"
"1988","khianat","negatif"
"1989","kiamat","negatif"
"1990","kikir","negatif"
"1991","kikuk","negatif"
"1992","kios","negatif"
"1993","kisi","negatif"
"1994","klik","negatif"
"1995","klise","negatif"
"1996","knalpot","negatif"
"1997","kolot","negatif"
"1998","kompatibel","negatif"
"1999","kompleks","negatif"
"2000","komplikasi","negatif"
"2001","komplotan","negatif"
"2002","kompong","negatif"
"2003","konflik","negatif"
"2004","konfrontasi","negatif"
"2005","kongkalikong","negatif"
"2006","konservatif","negatif"
"2007","konsesi","negatif"
"2008","konspirasi","negatif"
"2009","konspiratif","negatif"
"2010","konspirator","negatif"
"2011","kontaminasi","negatif"
"2012","kontensius","negatif"
"2013","kontol","negatif"
"2014","kontra","negatif"
"2015","kontra-produktif","negatif"
"2016","kontradiksi","negatif"
"2017","kontradiktif","negatif"
"2018","kontraproduktif","negatif"
"2019","kontroversi","negatif"
"2020","kontroversial","negatif"
"2021","konyol","negatif"
"2022","korban","negatif"
"2023","korban kecelakaan","negatif"
"2024","korosi","negatif"
"2025","korosif","negatif"
"2026","korup","negatif"
"2027","korupsi","negatif"
"2028","kotor","negatif"
"2029","kotoran","negatif"
"2030","kram","negatif"
"2031","krisis","negatif"
"2032","kritik","negatif"
"2033","kritikus","negatif"
"2034","kritis","negatif"
"2035","kronis","negatif"
"2036","kuatir","negatif"
"2037","kucam","negatif"
"2038","kucing gemuk","negatif"
"2039","kudung","negatif"
"2040","kuning","negatif"
"2041","kuno","negatif"
"2042","kupas","negatif"
"2043","kurang","negatif"
"2044","kurang ajar","negatif"
"2045","kurang baik","negatif"
"2046","kurang berkembang","negatif"
